排出年,特定排出者コード,事業者・事業所名,区分,業種,所在地,温室効果ガス算定排出量(tCO2)
2021,982145010,エバラ食品工業株式会社,特定事業所排出者,食料品製造業,神奈川県横浜市,10039
2021,285011306,株式会社ベルシステム２４,特定事業所排出者,その他の事業サービス業,東京都港区,10022
2021,985821600,森永製菓株式会社,特定荷主,食料品製造業,東京都港区,10017
2021,985793407,三菱鉛筆株式会社,特定事業所排出者,その他の製造業,東京都品川区,10016
2021,988400924,株式会社田谷,特定事業所排出者,洗濯・理容・美容・浴場業,東京都渋谷区,9973
2021,400031911,兼房株式会社,特定事業所排出者,金属製品製造業,愛知県大口町,9949
2021,340050506,株式会社コロナ,特定荷主,電気機械器具製造業,新潟県三条市,9717
2021,580106577,恵和株式会社,特定事業所排出者,プラスチック製品製造業（別掲を除く）,東京都中央区,9712
2021,500018564,日本新薬株式会社,特定事業所排出者,化学工業,京都府京都市,9669
2021,400049334,佐藤食品工業株式会社,特定事業所排出者,食料品製造業,愛知県小牧市,9644
2021,200270020,日本発条株式会社,特定荷主,輸送用機械器具製造業,神奈川県横浜市,9623
2021,985786805,三井物産株式会社,特定事業所排出者,各種商品卸売業,東京都千代田区,9617
2021,985744707,文化シヤッター株式会社,特定事業所排出者,金属製品製造業,東京都文京区,9565
2021,400095131,豊田通商株式会社,特定荷主,各種商品卸売業,愛知県名古屋市,9379
2021,985495503,東京鐵鋼株式会社,特定荷主,鉄鋼業,東京都千代田区,9363
2021,400004029,愛知製鋼株式会社,特定荷主,鉄鋼業,愛知県東海市,9327
2021,200312513,横浜冷凍株式会社,特定荷主,飲食料品卸売業,神奈川県横浜市,9301
2021,981006497,日本システムウエア株式会社,特定事業所排出者,情報サービス業,東京都渋谷区,9297
2021,201978129,株式会社ＪＶＣケンウッド,特定事業所排出者,電子部品・デバイス・電子回路製造業,神奈川県横浜市,9263
2021,200137262,神奈川中央交通株式会社,特定事業所排出者,道路旅客運送業,神奈川県平塚市,9238
2021,985472901,東京エレクトロン株式会社,特定荷主,生産用機械器具製造業,東京都港区,9192
2021,380034221,澁谷工業株式会社,特定事業所排出者,生産用機械器具製造業,石川県金沢市,9147
2021,985350801,ゼリア新薬工業株式会社,特定事業所排出者,化学工業,東京都中央区,9119
2021,260287664,株式会社サイゼリヤ,特定荷主,飲食店,埼玉県吉川市,9096
2021,985863904,わかもと製薬株式会社,特定事業所排出者,化学工業,東京都中央区,9021
2021,400107868,日本車輌製造株式会社,特定事業所排出者,輸送用機械器具製造業,愛知県名古屋市,8984
2021,810000811,株式会社井筒屋,特定事業所排出者,各種商品小売業,福岡県北九州市,8962
2021,400083102,中部飼料株式会社,特定荷主,飲料・たばこ・飼料製造業,愛知県名古屋市,8945
2021,987601839,アスクル株式会社,特定荷主,その他の小売業,東京都江東区,8943
2021,530138124,ケンコーマヨネーズ株式会社,特定荷主,食料品製造業,東京都杉並区,8894
2021,985681302,日油株式会社,特定荷主,化学工業,東京都渋谷区,8884
2021,982373946,株式会社サックスバーホールディングス,特定事業所排出者,織物・衣服・身の回り品小売業,東京都葛飾区,8831
2021,340292445,株式会社トップカルチャー,特定事業所排出者,その他の小売業,新潟県新潟市,8829
2021,985142611,キヤノンマーケティングジャパン株式会社,特定事業所排出者,機械器具卸売業,東京都港区,8827
2021,500124217,日本電産株式会社,特定事業所排出者,電子部品・デバイス・電子回路製造業,京都府京都市,8793
2021,530010128,川西倉庫株式会社,特定事業所排出者,倉庫業,兵庫県神戸市,8761
2021,617001903,ＫＨネオケム株式会社,特定荷主,化学工業,東京都中央区,8724
2021,270046172,株式会社マルエツ,特定荷主,各種商品小売業,東京都豊島区,8678
2021,340050506,株式会社コロナ,特定事業所排出者,電気機械器具製造業,新潟県三条市,8639
2021,985091979,日本ロジテム株式会社,特定事業所排出者,道路貨物運送業,東京都港区,8608
2021,985622301,株式会社ニッチツ,特定事業所排出者,生産用機械器具製造業,東京都港区,8556
2021,985480707,東京計器株式会社,特定事業所排出者,電気機械器具製造業,東京都大田区,8538
2021,820013705,鳥越製粉株式会社,特定事業所排出者,食料品製造業,福岡県福岡市,8531
2021,580015516,神東塗料株式会社,特定事業所排出者,化学工業,兵庫県尼崎市,8494
2021,985600940,株式会社ニフコ,特定事業所排出者,プラスチック製品製造業（別掲を除く）,神奈川県横須賀市,8455
2021,985732902,富士電機株式会社,特定荷主,電気機械器具製造業,東京都品川区,8442
2021,330016761,株式会社八十二銀行,特定事業所排出者,銀行業,長野県長野市,8440
2021,981036997,株式会社シーイーシー,特定事業所排出者,情報サービス業,東京都渋谷区,8413
2021,985364280,株式会社タムロン,特定事業所排出者,業務用機械器具製造業,埼玉県さいたま市,8410
2021,580063667,タイガースポリマー株式会社,特定事業所排出者,ゴム製品製造業,大阪府豊中市,8342
2021,985642108,日本フイルコン株式会社,特定事業所排出者,金属製品製造業,東京都稲城市,8279
2021,580894246,株式会社スタジオアリス,特定事業所排出者,技術サービス業（他に分類されないもの）,大阪府大阪市,8257
2021,985000787,アコム株式会社,特定事業所排出者,貸金業，クレジットカード業等非預金信用機関,東京都千代田区,8250
2021,983800979,株式会社ハーモニック・ドライブ・システムズ,特定事業所排出者,はん用機械器具製造業,東京都品川区,8235
2021,985681204,日本冶金工業株式会社,特定荷主,鉄鋼業,東京都中央区,8182
2021,800055341,イフジ産業株式会社,特定事業所排出者,食料品製造業,福岡県粕屋町,8153
2021,985364708,株式会社タムラ製作所,特定事業所排出者,電子部品・デバイス・電子回路製造業,東京都練馬区,8133
2021,500107029,シライ電子工業株式会社,特定事業所排出者,電子部品・デバイス・電子回路製造業,滋賀県野洲市,8071
2021,581100003,西日本旅客鉄道株式会社,特定事業所排出者,鉄道業,大阪府大阪市,8009
2021,570009570,堺化学工業株式会社,特定荷主,化学工業,大阪府堺市,7971
2021,985630500,日東富士製粉株式会社,特定荷主,食料品製造業,東京都中央区,7922
2021,200174678,株式会社山王,特定事業所排出者,金属製品製造業,神奈川県横浜市,7870
2021,985851108,横河電機株式会社,特定事業所排出者,電気機械器具製造業,東京都武蔵野市,7807
2021,360005268,株式会社ナルス,特定事業所排出者,飲食料品小売業,新潟県上越市,7800
2021,400082929,中部鋼鈑株式会社,特定荷主,鉄鋼業,愛知県名古屋市,7800
2021,500025003,三洋化成工業株式会社,特定荷主,化学工業,京都府京都市,7773
2021,200479671,黒田精工株式会社,特定事業所排出者,はん用機械器具製造業,神奈川県川崎市,7750
2021,982013576,株式会社ソラスト,特定事業所排出者,その他のサービス業,東京都港区,7711
2021,580007917,株式会社きんでん,特定事業所排出者,設備工事業,大阪府大阪市,7667
2021,985362703,綜研化学株式会社,特定事業所排出者,化学工業,東京都豊島区,7606
2021,180007371,株式会社東邦銀行,特定事業所排出者,銀行業,福島県福島市,7585
2021,580037596,京阪神ビルディング株式会社,特定事業所排出者,不動産賃貸業・管理業,大阪府大阪市,7561
2021,580000845,シャープ株式会社,特定荷主,電子部品・デバイス・電子回路製造業,大阪府堺市,7508
2021,580046165,株式会社大紀アルミニウム工業所,特定荷主,非鉄金属製造業,大阪府大阪市,7502
2021,450002873,サンメッセ株式会社,特定事業所排出者,印刷・同関連業,岐阜県大垣市,7460
2021,580066239,コクヨ株式会社,特定荷主,その他の製造業,大阪府大阪市,7459
2021,400324233,株式会社ジーフット,特定事業所排出者,織物・衣服・身の回り品小売業,東京都中央区,7445
2021,620018223,リョービ株式会社,特定荷主,非鉄金属製造業,広島県府中市,7436
2021,400905240,株式会社ユー・エス・エス,特定事業所排出者,その他のサービス業,愛知県東海市,7428
2021,200497605,株式会社ソディック,特定事業所排出者,生産用機械器具製造業,神奈川県横浜市,7426
2021,400004459,愛知時計電機株式会社,特定事業所排出者,業務用機械器具製造業,愛知県名古屋市,7321
2021,580220830,ダイジェット工業株式会社,特定事業所排出者,生産用機械器具製造業,大阪府大阪市,7303
2021,985794306,三菱重工業株式会社,特定荷主,はん用機械器具製造業,東京都千代田区,7255
2021,985350103,セントラル硝子株式会社,特定荷主,窯業・土石製品製造業,東京都千代田区,7171
2021,100331534,株式会社ホットマン,特定事業所排出者,機械器具小売業,宮城県仙台市,7158
2021,350070342,ヨネックス株式会社,特定事業所排出者,その他の製造業,東京都文京区,7113
2021,985773208,ソマール株式会社,特定事業所排出者,建築材料，鉱物・金属材料等卸売業,東京都中央区,7095
2021,400062864,株式会社スズケン,特定貨物輸送事業者,機械器具卸売業,愛知県名古屋市,7080
2021,985762803,前澤化成工業株式会社,特定事業所排出者,プラスチック製品製造業（別掲を除く）,東京都中央区,7011
2021,400126184,豊和工業株式会社,特定事業所排出者,生産用機械器具製造業,愛知県清須市,7009
2021,200189213,株式会社シンニッタン,特定事業所排出者,鉄鋼業,茨城県高萩市,6976
2021,985091979,日本ロジテム株式会社,特定貨物輸送事業者,道路貨物運送業,東京都港区,6950
2021,985314789,株式会社ＳＨＯＥＩ,特定事業所排出者,その他の製造業,東京都台東区,6949
2021,200109016,株式会社イクヨ,特定事業所排出者,プラスチック製品製造業（別掲を除く）,神奈川県厚木市,6935
2021,580291528,株式会社サンユウ,特定事業所排出者,鉄鋼業,大阪府枚方市,6910
2021,500062007,京セラ株式会社,特定荷主,電子部品・デバイス・電子回路製造業,京都府京都市,6868
2021,985840651,ジェコス株式会社,特定荷主,物品賃貸業,東京都中央区,6850
2021,400003747,株式会社アイチコーポレーション,特定事業所排出者,輸送用機械器具製造業,埼玉県上尾市,6818
2021,400048364,株式会社サンゲツ,特定荷主,建築材料，鉱物・金属材料等卸売業,愛知県名古屋市,6797
2021,985141604,関東電化工業株式会社,特定荷主,化学工業,東京都千代田区,6792
2021,980644478,竹本容器株式会社,特定事業所排出者,プラスチック製品製造業（別掲を除く）,東京都台東区,6787
2021,985384003,大日精化工業株式会社,特定荷主,化学工業,東京都中央区,6720
2021,982661450,パンチ工業株式会社,特定事業所排出者,生産用機械器具製造業,東京都品川区,6696
2021,985193709,児玉化学工業株式会社,特定事業所排出者,プラスチック製品製造業（別掲を除く）,東京都千代田区,6682
2021,350007367,北越メタル株式会社,特定荷主,鉄鋼業,新潟県長岡市,6542
2021,580651103,株式会社千趣会,特定荷主,その他の小売業,大阪府大阪市,6532
2021,270181239,ＡＧＳ株式会社,特定事業所排出者,情報サービス業,埼玉県さいたま市,6478
2021,985675501,日本フエルト株式会社,特定事業所排出者,繊維工業,東京都北区,6471
2021,200343421,株式会社さいか屋,特定事業所排出者,各種商品小売業,神奈川県横須賀市,6433
2021,985024303,東海運株式会社,特定事業所排出者,倉庫業,東京都中央区,6416
2021,540029268,グローリー株式会社,特定事業所排出者,業務用機械器具製造業,兵庫県姫路市,6394
2021,610005384,岡山県貨物運送株式会社,特定事業所排出者,道路貨物運送業,岡山県岡山市,6384
2021,985670407,新日本電工株式会社,特定荷主,鉄鋼業,東京都中央区,6383
2021,870031327,平田機工株式会社,特定事業所排出者,生産用機械器具製造業,熊本県熊本市,6366
2021,420037205,はごろもフーズ株式会社,特定荷主,食料品製造業,静岡県静岡市,6330
2021,160011036,株式会社かわでん,特定事業所排出者,電気機械器具製造業,山形県南陽市,6311
2021,580118219,朝日放送グループホールディングス株式会社,特定事業所排出者,放送業,大阪府大阪市,6229
2021,270044703,テイ・エステック株式会社,特定事業所排出者,輸送用機械器具製造業,埼玉県朝霞市,6209
2021,65042865,株式会社ヴィレッジヴァンガード,特定事業所排出者,各種商品小売業,愛知県名古屋市,6173
2021,580003435,株式会社ヨータイ,特定荷主,窯業・土石製品製造業,大阪府貝塚市,6158
2021,870102993,株式会社マルハニチロ九州,特定事業所排出者,食料品製造業,熊本県菊陽町,6153
2021,401141944,株式会社扇屋東日本,特定事業所排出者,飲食店,東京都新宿区,6097
2021,515058252,株式会社カクヤス,特定事業所排出者,飲食料品小売業,東京都北区,6045
2021,985466806,東海カーボン株式会社,特定荷主,窯業・土石製品製造業,東京都港区,6016
2021,985390806,大平洋金属株式会社,特定荷主,鉄鋼業,東京都千代田区,6008
2021,400014025,石塚硝子株式会社,特定荷主,窯業・土石製品製造業,愛知県岩倉市,5986
2021,400470911,株式会社コモ,特定事業所排出者,食料品製造業,愛知県小牧市,5981
2021,985144876,パラマウントベッド株式会社,特定事業所排出者,家具・装備品製造業,東京都江東区,5981
2021,580023751,株式会社池田泉州銀行,特定事業所排出者,銀行業,大阪府大阪市,5950
2021,580252261,エスペック株式会社,特定事業所排出者,業務用機械器具製造業,大阪府大阪市,5932
2021,580064771,日東電工株式会社,特定荷主,化学工業,大阪府大阪市,5916
2021,530062376,株式会社ノーリツ,特定事業所排出者,金属製品製造業,兵庫県神戸市,5907
2021,270042217,株式会社武蔵野銀行,特定事業所排出者,銀行業,埼玉県さいたま市,5899
2021,985415001,株式会社タチエス,特定事業所排出者,輸送用機械器具製造業,東京都昭島市,5898
2021,982032885,株式会社アートネイチャー,特定事業所排出者,その他の事業サービス業,東京都渋谷区,5811
2021,991210494,千葉ウエックス株式会社,特定事業所排出者,洗濯・理容・美容・浴場業,千葉県松戸市,5792
2021,570004902,モリ工業株式会社,特定荷主,鉄鋼業,大阪府河内長野市,5772
2021,985114509,株式会社加藤製作所,特定事業所排出者,生産用機械器具製造業,東京都品川区,5770
2021,510305691,株式会社イムラ封筒,特定事業所排出者,パルプ・紙・紙加工品製造業,大阪府大阪市,5745
2021,580013351,シキボウ株式会社,特定事業所排出者,繊維工業,大阪府大阪市,5733
2021,580378263,伊藤忠エネクス株式会社,特定事業所排出者,建築材料，鉱物・金属材料等卸売業,東京都千代田区,5703
2021,580455148,トラスコ中山株式会社,特定事業所排出者,機械器具卸売業,東京都港区,5671
2021,710048348,株式会社百十四銀行,特定事業所排出者,銀行業,香川県高松市,5650
2021,985056307,アネスト岩田株式会社,特定事業所排出者,はん用機械器具製造業,神奈川県横浜市,5646
2021,201844321,株式会社コロワイドＭＤ,特定事業所排出者,食料品製造業,神奈川県横浜市,5627
2021,530062376,株式会社ノーリツ,特定荷主,金属製品製造業,兵庫県神戸市,5623
2021,740010029,株式会社愛媛銀行,特定事業所排出者,銀行業,愛媛県松山市,5619
2021,580118756,扶桑薬品工業株式会社,特定荷主,化学工業,大阪府大阪市,5614
2021,817059005,パナソニックエンターテインメント＆コミュニケーション株式会社,特定事業所排出者,電気機械器具製造業,大阪府守口市,5608
2021,150000093,株式会社秋田銀行,特定事業所排出者,銀行業,秋田県秋田市,5572
2021,985338708,テルモ株式会社,特定荷主,業務用機械器具製造業,東京都渋谷区,5568
2021,985651107,日本光電工業株式会社,特定事業所排出者,電気機械器具製造業,東京都新宿区,5568
2021,810000178,黒崎播磨株式会社,特定荷主,窯業・土石製品製造業,福岡県北九州市,5561
2021,800035751,株式会社富士ピー・エス,特定事業所排出者,窯業・土石製品製造業,福岡県福岡市,5542
2021,500176554,ＴＯＷＡ株式会社,特定事業所排出者,生産用機械器具製造業,京都府京都市,5530
2021,580038181,株式会社酉島製作所,特定事業所排出者,はん用機械器具製造業,大阪府高槻市,5515
2021,985634106,ニチアス株式会社,特定荷主,窯業・土石製品製造業,東京都中央区,5508
2021,982145010,エバラ食品工業株式会社,特定荷主,食料品製造業,神奈川県横浜市,5490
2021,400089901,株式会社トーエネック,特定事業所排出者,設備工事業,愛知県名古屋市,5478
2021,880007076,株式会社ハンズマン,特定事業所排出者,その他の小売業,宮崎県都城市,5452
2021,270245855,株式会社ピックルスコーポレーション,特定事業所排出者,食料品製造業,埼玉県所沢市,5451
2021,985777001,丸藤シートパイル株式会社,特定荷主,建築材料，鉱物・金属材料等卸売業,東京都中央区,5451
2021,400162707,株式会社あさくま,特定事業所排出者,飲食店,愛知県名古屋市,5442
2021,300056283,株式会社サンコー,特定事業所排出者,金属製品製造業,長野県塩尻市,5421
2021,982097754,株式会社ナック,特定事業所排出者,その他の事業サービス業,東京都新宿区,5417
2021,800035358,株式会社九電工,特定事業所排出者,設備工事業,福岡県福岡市,5415
2021,985347402,住友ベークライト株式会社,特定荷主,プラスチック製品製造業（別掲を除く）,東京都品川区,5412
2021,530196549,ＪＣＲファーマ株式会社,特定事業所排出者,化学工業,兵庫県芦屋市,5411
2021,710013431,大倉工業株式会社（香川県）,特定荷主,プラスチック製品製造業（別掲を除く）,香川県丸亀市,5394
2021,400077231,竹田印刷株式会社,特定事業所排出者,印刷・同関連業,愛知県名古屋市,5389
2021,400048364,株式会社サンゲツ,特定事業所排出者,建築材料，鉱物・金属材料等卸売業,愛知県名古屋市,5375
2021,985676017,株式会社あおぞら銀行,特定事業所排出者,銀行業,東京都千代田区,5375
2021,985131009,カンダホールディングス株式会社,特定事業所排出者,不動産賃貸業・管理業,東京都千代田区,5363
2021,380029310,小松ウオール工業株式会社,特定事業所排出者,家具・装備品製造業,石川県小松市,5358
2021,720011557,株式会社阿波銀行,特定事業所排出者,銀行業,徳島県徳島市,5355
2021,985176600,株式会社クレハ,特定荷主,化学工業,東京都中央区,5324
2021,351013055,株式会社ソシオネクスト,特定事業所排出者,技術サービス業（他に分類されないもの）,神奈川県横浜市,5320
2021,985225901,三機工業株式会社,特定事業所排出者,設備工事業,東京都中央区,5313
2021,985753009,北越工業株式会社,特定事業所排出者,はん用機械器具製造業,新潟県燕市,5286
2021,985302401,株式会社資生堂,特定荷主,化学工業,東京都中央区,5127
2021,400011140,伊勢湾海運株式会社,特定事業所排出者,運輸に附帯するサービス業,愛知県名古屋市,5092
2021,980852004,Ｍｉｐｏｘ株式会社,特定事業所排出者,窯業・土石製品製造業,山梨県北杜市,5082
2021,985335706,新電元工業株式会社,特定事業所排出者,電気機械器具製造業,東京都千代田区,5062
2021,200226602,株式会社ＴＢＫ,特定事業所排出者,輸送用機械器具製造業,東京都町田市,5059
2021,880000271,旭有機材株式会社,特定荷主,プラスチック製品製造業（別掲を除く）,宮崎県延岡市,5058
2021,982470028,トーセイ株式会社,特定事業所排出者,不動産取引業,東京都港区,5029
2021,10224240,総合商研株式会社,特定事業所排出者,印刷・同関連業,北海道札幌市,5028
2021,982404631,株式会社ＴＫＣ,特定事業所排出者,情報サービス業,栃木県宇都宮市,4941
2021,985741302,藤倉化成株式会社,特定事業所排出者,化学工業,東京都港区,4929
2021,580163671,株式会社日阪製作所,特定事業所排出者,生産用機械器具製造業,大阪府大阪市,4917
2021,400257702,東建コーポレーション株式会社,特定事業所排出者,総合工事業,愛知県名古屋市,4911
2021,540046358,多木化学株式会社,特定荷主,化学工業,兵庫県加古川市,4896
2021,580344185,株式会社ソフト９９コーポレーション,特定事業所排出者,化学工業,大阪府大阪市,4891
2021,400186709,大宝運輸株式会社,特定貨物輸送事業者,道路貨物運送業,愛知県名古屋市,4890
2021,580349898,住友精化株式会社,特定荷主,化学工業,大阪府大阪市,4890
2021,270482214,株式会社ランシステム,特定事業所排出者,飲食店,東京都豊島区,4881
2021,530243470,神戸天然物化学株式会社,特定事業所排出者,化学工業,兵庫県神戸市,4878
2021,400095131,豊田通商株式会社,特定事業所排出者,各種商品卸売業,愛知県名古屋市,4875
2021,981596419,白銅株式会社,特定事業所排出者,建築材料，鉱物・金属材料等卸売業,東京都千代田区,4857
2021,160012329,日東ベスト株式会社,特定荷主,食料品製造業,山形県寒河江市,4835
2021,985640300,日本カーリット株式会社,特定事業所排出者,化学工業,東京都中央区,4835
2021,610197711,株式会社テイツー,特定事業所排出者,その他の小売業,埼玉県草加市,4830
2021,580276021,フクシマガリレイ株式会社,特定事業所排出者,電気機械器具製造業,大阪府大阪市,4801
2021,986327914,ＪＸ金属株式会社,特定荷主,非鉄金属製造業,東京都港区,4797
2021,500534396,株式会社ワコール,特定事業所排出者,繊維工業,京都府京都市,4785
2021,985375345,大伸化学株式会社,特定荷主,化学工業,東京都港区,4774
2021,985861507,理想科学工業株式会社,特定事業所排出者,業務用機械器具製造業,東京都港区,4773
2021,500032634,日本電気硝子株式会社,特定荷主,窯業・土石製品製造業,滋賀県大津市,4710
2021,580019266,ＩＤＥＣ株式会社,特定事業所排出者,電気機械器具製造業,大阪府大阪市,4590
2021,800278024,株式会社きょくとう,特定事業所排出者,洗濯・理容・美容・浴場業,福岡県福岡市,4569
2021,753023338,クオール株式会社,特定事業所排出者,その他の小売業,東京都港区,4498
2021,580028425,石原産業株式会社,特定荷主,化学工業,大阪府大阪市,4482
2021,500111451,株式会社京写,特定事業所排出者,電子部品・デバイス・電子回路製造業,京都府久御山町,4461
2021,581978181,株式会社きちりホールディングス,特定事業所排出者,飲食店,大阪府大阪市,4449
2021,870047532,株式会社肥後銀行,特定事業所排出者,銀行業,熊本県熊本市,4449
2021,890212731,プリントネット株式会社,特定事業所排出者,印刷・同関連業,鹿児島県鹿児島市,4440
2021,985817106,持田製薬株式会社,特定事業所排出者,化学工業,東京都新宿区,4434
2021,420240391,レック株式会社,特定事業所排出者,プラスチック製品製造業（別掲を除く）,東京都中央区,4432
2021,985724259,不二ラテックス株式会社,特定事業所排出者,ゴム製品製造業,東京都千代田区,4431
2021,450012038,株式会社トーカイ（岐阜県）,特定貨物輸送事業者,その他の教育，学習支援業,岐阜県岐阜市,4400
2021,985721201,フランスベッド株式会社,特定事業所排出者,家具・装備品製造業,東京都新宿区,4379
2021,580375628,日本電子材料株式会社,特定事業所排出者,電子部品・デバイス・電子回路製造業,兵庫県尼崎市,4370
2021,200315121,株式会社アルプス物流,特定事業所排出者,倉庫業,神奈川県横浜市,4369
2021,330023247,株式会社竹内製作所,特定事業所排出者,生産用機械器具製造業,長野県坂城町,4369
2021,130000407,株式会社岩手銀行,特定事業所排出者,銀行業,岩手県盛岡市,4364
2021,220224113,株式会社ジンズホールディングス,特定事業所排出者,その他の小売業,東京都千代田区,4364
2021,985721801,ブルドックソース株式会社,特定事業所排出者,食料品製造業,東京都中央区,4350
2021,400031142,アスカ株式会社,特定事業所排出者,輸送用機械器具製造業,愛知県刈谷市,4334
2021,450088116,セブン工業株式会社,特定事業所排出者,木材・木製品製造業（家具を除く）,岐阜県美濃加茂市,4309
2021,530019231,株式会社ノザワ,特定荷主,窯業・土石製品製造業,兵庫県神戸市,4302
2021,985132605,ＫＹＢ株式会社,特定荷主,輸送用機械器具製造業,東京都港区,4297
2021,581926326,株式会社ＴＶＥ,特定事業所排出者,はん用機械器具製造業,兵庫県尼崎市,4270
2021,850041077,株式会社ヤマックス,特定事業所排出者,窯業・土石製品製造業,熊本県熊本市,4236
2021,985662808,日本曹達株式会社,特定荷主,化学工業,東京都千代田区,4205
2021,400072421,株式会社ダイセキ,特定荷主,廃棄物処理業,愛知県名古屋市,4176
2021,400328180,株式会社浜木綿,特定事業所排出者,飲食店,愛知県名古屋市,4163
2021,987958453,株式会社鉄人化計画,特定事業所排出者,娯楽業,東京都目黒区,4116
2021,985615209,日清紡ホールディングス株式会社,特定事業所排出者,専門サービス業（他に分類されないもの）,東京都中央区,4110
2021,580004067,住友商事株式会社,特定荷主,各種商品卸売業,東京都千代田区,4094
2021,580509104,株式会社ミルボン,特定事業所排出者,化学工業,東京都中央区,4072
2021,985644505,日本金属株式会社,特定荷主,鉄鋼業,東京都板橋区,4051
2021,985320104,昭和ホールディングス株式会社,特定事業所排出者,ゴム製品製造業,千葉県柏市,4044
2021,530005932,東洋機械金属株式会社,特定事業所排出者,生産用機械器具製造業,兵庫県明石市,4042
2021,985120604,株式会社ＫＡＤＯＫＡＷＡ,特定事業所排出者,映像・音声・文字情報制作業,東京都千代田区,4038
2021,500057428,株式会社ニチダイ,特定事業所排出者,生産用機械器具製造業,京都府京田辺市,4036
2021,985015304,アサガミ株式会社,特定事業所排出者,不動産賃貸業・管理業,東京都千代田区,4032
2021,580006526,株式会社駒井ハルテック,特定事業所排出者,金属製品製造業,東京都台東区,4019
2021,400124608,フルハシＥＰＯ株式会社,特定事業所排出者,木材・木製品製造業（家具を除く）,愛知県名古屋市,4000
2021,985525406,東邦化学工業株式会社,特定荷主,化学工業,東京都中央区,3976
2021,280029943,株式会社山梨中央銀行,特定事業所排出者,銀行業,山梨県甲府市,3960
2021,985655705,日本信号株式会社,特定事業所排出者,情報通信機械器具製造業,東京都千代田区,3936
2021,270085439,株式会社朝日ラバー,特定事業所排出者,ゴム製品製造業,埼玉県さいたま市,3919
2021,500182300,アイフル株式会社,特定事業所排出者,貸金業，クレジットカード業等非預金信用機関,京都府京都市,3916
2021,988389818,株式会社早稲田アカデミー,特定事業所排出者,その他の教育，学習支援業,東京都豊島区,3912
